,Unnamed: 0,req1,req1_id,req2,req2_id,similarity,cosine,BinaryClass,MultiClass,Id
9999,9999,before authomatic transition to shunting etcs shall request confirmation from the driver,PURE_B150,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,PURE_B110,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_B069,etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,PURE_B164,9999,9999,0,9999,9999
9999,9999,once received onboard the national values shall remain valid even if the onboard equipment is switched off,PURE_B144,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,9999,9999,0,9999,9999
9999,9999,using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,PURE_B087,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,the ceiling speed level for the movement authority shall be defined as data national value,PURE_B053,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_B107,9999,9999,1,9999,9999
9999,9999,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_B094,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,9999,9999,0,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,unfitted operation shall be possible if selected by the driver at start up,PURE_B131,9999,9999,0,9999,9999
9999,9999,information received shall not influence the traction unit(s) with in-operative cabs,PURE_B181,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,it shall be possible to use tandem traction units without isolating the etcs trainborne equipment on the tandem traction unit,PURE_B149,9999,9999,0,9999,9999
9999,9999,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999,partial supervision shall be selected either by the driver or by information received from track-to-train transmission,PURE_B140,the etcs on-board shall be capable of receiving track description from the trackside,PURE_B088,9999,9999,1,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,9999,9999,0,9999,9999
9999,9999,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,when a traction unit passes a stop-signal the emergency brake shall be triggered,PURE_B018,9999,9999,0,9999,9999
9999,9999,it shall be possible to implement one or more of the etcs application levels on a line,PURE_B147,the target distance shall not be shown on the dmi unless selected by the driver,PURE_B039,9999,9999,1,9999,9999
9999,9999,transitions which occur while the train is stationary shall be initiated automatically or manually as appropriate,PURE_B126,the etcs trainborne equipment shall be able to determine the location of the entire train,PURE_B037,9999,9999,0,9999,9999
9999,9999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_B116,the target distance shall not be shown on the dmi unless selected by the driver,PURE_B039,9999,9999,1,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,the supervised shunting speed shall be indicated to the driver on request,PURE_B073,the etcs trainborne equipment shall be capable of being isolated,PURE_B098,9999,9999,1,9999,9999
9999,9999,the etcs trainborne equipment shall be capable of being isolated,PURE_B098,the roll away/reverse movement intervention shall be indicated on the dmi,PURE_B015,9999,9999,1,9999,9999
9999,9999,the driver shall select an override control according to the permission received,PURE_B064,the onboard equipment shall display plain text messages as received,PURE_B170,9999,9999,0,9999,9999
9999,9999,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_B035,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_B143,9999,9999,0,9999,9999
9999,9999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab,PURE_B167,9999,9999,0,9999,9999
9999,9999,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,PURE_B110,the emergency brake shall be applied until the traction unit is stationary,PURE_B120,9999,9999,0,9999,9999
9999,9999,track to train transmission shall provide the capability to send different speed profiles for specific train categories,PURE_B103,it shall be possible to prevent a train from entering a route for which it does not meet the required criteria,PURE_B121,9999,9999,0,9999,9999
9999,9999," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,the train shall be able to automatically pass from one rbc area to another without driver intervention,PURE_B143,9999,9999,0,9999,9999
9999,9999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_B104,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,PURE_B057,9999,9999,0,9999,9999
9999,9999,for transitions to and from national operation (stm) the etcs shall request an acknowledgement by the driver,PURE_B104,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,9999,9999,0,9999,9999
9999,9999,it shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a full supervision movement authority,PURE_B084,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_B094,9999,9999,0,9999,9999
9999,9999,using train data and infrastructure data braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track,PURE_B087,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_B116,the supervised shunting speed shall be indicated to the driver on request,PURE_B073,9999,9999,1,9999,9999
9999,9999,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,PURE_B002,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,PURE_B172,9999,9999,0,9999,9999
9999,9999,isolation of the etcs trainborne equipment shall disconnect the etcs trainborne equipment from the vehicle braking system,PURE_B002,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,PURE_B172,9999,9999,0,9999,9999
9999,9999,transfer to shunting on driverâs selection shall only be possible when stationary,PURE_B085,the emergency stop shall be indicated to the driver on the dmi,PURE_B063,9999,9999,1,9999,9999
9999,9999,transfer to shunting on driverâs selection shall only be possible when stationary,PURE_B085,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,reversing shall be possible as defined by a value given with the ma,PURE_B182,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,at start up the on board equipment shall perform an automatic self-test,PURE_B180," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999,unfitted operation shall be possible if selected by the driver at start up,PURE_B131," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,information shall be recorded to an accuracy which enables a clear view of the functioning of etcs and way the traction unit has been driven,PURE_B159,9999,9999,0,9999,9999
9999,9999,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,the distance supervised can be extended from the trackside,PURE_B191,9999,9999,0,9999,9999
9999,9999,the dmi shall display or be compatible with information from national train control systems this may mean displaying the information shown by the national system,PURE_B130,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,9999,9999,0,9999,9999
9999,9999,track to train transmission shall provide the capability to send different speed profiles for specific train categories,PURE_B103,it shall be possible to send information regarding the inhibition of the following different types of brake,PURE_B128,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,the release speed shall be calculated on board based on either,PURE_B047,9999,9999,0,9999,9999
9999,9999,the driver shall be able to select train data entry on the dmi,PURE_B010,the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations,PURE_B124,9999,9999,0,9999,9999
9999,9999,the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations,PURE_B124,the new target location shall be checked for acceptance by the on board,PURE_B096,9999,9999,0,9999,9999
9999,9999,the current application level shall be indicated on the dmi,PURE_B030,exit from shunting shall only be possible when the train is stationary,PURE_B046,9999,9999,1,9999,9999
9999,9999,the current application level shall be indicated on the dmi,PURE_B030,reversing shall be possible as defined by a value given with the ma,PURE_B182,9999,9999,1,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,the following information shall be recorded,PURE_B042,9999,9999,0,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046,the supervised speed shall not be shown on the dmi,PURE_B031,9999,9999,1,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046,the occurrence of a failure shall be displayed on the dmi,PURE_B188,9999,9999,1,9999,9999
9999,9999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_B069,operation of the train trip shall be indicated on the dmi,PURE_B099,9999,9999,0,9999,9999
9999,9999,when the traction unit is stationary the driver shall be required to acknowledge the train trip condition this acknowledgement will release the emergency brake,PURE_B050,if the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one rbc to another (train spacing and train speed,PURE_B162,9999,9999,0,9999,9999
9999,9999,when the train passes the stop signal the train trip function shall be suppressed,PURE_B005,it shall be possible to command an immediate train stop,PURE_B089,9999,9999,0,9999,9999
9999,9999,the ceiling speed level for the movement authority shall be defined as data national value,PURE_B053,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,PURE_B164," when the train is stationary or after a certain time (eg the time for ""route releasing"" of the overlap the release speed calculation shall be based on the distance to the danger point (if calculated on-board) the condition for this change shall be defined for each target as infrastructure data",PURE_B187,9999,9999,0,9999,9999
9999,9999,any transition which occurs while the train is moving shall in principle occur automatically,PURE_B114,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,PURE_B110,9999,9999,0,9999,9999
9999,9999,when the train passes the stop signal the train trip function shall be suppressed,PURE_B005,in the event of a transmission failure the following reactions shall be capable of being applied in accordance with a national value,PURE_B175,9999,9999,0,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,the driver shall be able to select train data entry on the dmi,PURE_B010,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_B029,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,the driver shall select an override control according to the permission received,PURE_B064,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,the emergency brake shall be applied until the traction unit is stationary,PURE_B120,9999,9999,0,9999,9999
9999,9999,exit from shunting shall take place when the driver selects exit from shunting,PURE_B183,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,9999,9999,0,9999,9999
9999,9999,the driver shall enter the driver id,PURE_B082,the etcs on-board shall be capable of receiving information about pantograph and power supply from the trackside,PURE_B051,9999,9999,1,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,partial supervision shall be selected either by the driver or by information received from track-to-train transmission,PURE_B140,9999,9999,0,9999,9999
9999,9999,at start up the on board equipment shall perform an automatic self-test,PURE_B180,the on board shall be capable of sending train data to the trackside after confirmation by the driver or when entering the rbc area,PURE_B008,9999,9999,0,9999,9999
9999,9999,once received onboard the national values shall remain valid even if the onboard equipment is switched off,PURE_B144,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,current train data shall be stored (except at transition to shunting) in the etcs equipment until the traction unit is not operative,PURE_B102,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,together with the movement authority the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority and shorten the movement authority accordingly when a time out expires,PURE_B079,the retention period for the recorded data will be different and two levels are foreseen,PURE_B161,9999,9999,0,9999,9999
9999,9999,entering or overwriting data manually by the driver shall be possible but only when stationary,PURE_B108,the new target location shall be checked for acceptance by the on board,PURE_B096,9999,9999,0,9999,9999
9999,9999,the train speed shall be at or below a speed specified by a national value,PURE_B141,fixed text messages shall be provided in the language selected by the driver,PURE_B101,9999,9999,0,9999,9999
9999,9999,the train speed shall be at or below a speed specified by a national value,PURE_B141,the new target location shall be checked for acceptance by the on board,PURE_B096,9999,9999,0,9999,9999
9999,9999,when a train has received an emergency stop etcs shall command the emergency brake,PURE_B118,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_B029,9999,9999,0,9999,9999
9999,9999,transferring to full supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission,PURE_B171,a train shall be supervised to its static and dynamic train speed profiles,PURE_B122,9999,9999,0,9999,9999
9999,9999,etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,PURE_B164,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,9999,9999,0,9999,9999
9999,9999,the following data may be entered manually by the driver or from train memory,PURE_B071,if track data at least to the location where the relevant movement authority ends are not available on-board the movement authority shall be rejected,PURE_B040,9999,9999,0,9999,9999
9999,9999,train data shall be entered before the on-board etcs equipment allows train movement,PURE_B116,it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train,PURE_B173,9999,9999,0,9999,9999
9999,9999,in case the transition has to be acknowledged and the driver fails to acknowledge as required the etcs shall initiate a brake application,PURE_B043,when a train has received an emergency stop etcs shall command the emergency brake,PURE_B118,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,when changing to a lower speed level the front end of the train shall respect the dynamic train speed profile,PURE_B057,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,when changing to a higher speed level the rear end of the train shall respect the static train speed profile,PURE_B058,9999,9999,0,9999,9999
9999,9999,if the on-board has no valid national values for the current location default values shall be used by the onboard equipment,PURE_B091,the indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without intervention of etcs,PURE_B036,9999,9999,0,9999,9999
9999,9999,once received onboard the national values shall remain valid even if the onboard equipment is switched off,PURE_B144,the etcs trainborne equipment shall transmit its own train identification to the rbc,PURE_B029,9999,9999,0,9999,9999
9999,9999,the change of driver identification during a journey or a train running number shall be possible,PURE_B151,it shall be possible to command an immediate train stop,PURE_B089,9999,9999,0,9999,9999
9999,9999,it shall be possible to implement one or more of the etcs application levels on a line,PURE_B147,the driver shall be able to consult train data when the train is stationary or moving,PURE_B019,9999,9999,0,9999,9999
9999,9999,the change of driver identification during a journey or a train running number shall be possible,PURE_B151,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_B109,9999,9999,0,9999,9999
9999,9999,the etcs on-board shall be capable of receiving track description from the trackside,PURE_B088,the driver shall be able to release an etcs emergency brake application when stationary,PURE_B020,9999,9999,1,9999,9999
9999,9999,etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,PURE_B164,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,if as a result of an automatic transition except for transitions to and from national operation (stm) the responsibility for the driver increases the etcs shall seek an acknowledgement from the driver whether the train is stationary or not,PURE_B044,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,permission received shall be indicated to the driver,PURE_B034,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_B093,9999,9999,1,9999,9999
9999,9999,it shall be possible to manually select shunting from stand by operation full supervision operation or partial supervision operation,PURE_B080,it shall be possible to send information on adhesion conditions from trackside,PURE_B157,9999,9999,0,9999,9999
9999,9999,in partial supervision the train shall be supervised according to train speed and distance data available,PURE_B093,actual speed shall be indicated on the dmi,PURE_B025,9999,9999,1,9999,9999
9999,9999," it shall be possible to apply the train trip function if the shunting movement passes a signal showing ""danger for shunting",PURE_B013,visual and acoustic warnings to the driver about possible intervention from etcs shall be given to enable the driver to react and avoid intervention,PURE_B158,9999,9999,0,9999,9999
9999,9999,the change of driver identification during a journey or a train running number shall be possible,PURE_B151,etcs shall calculate the permitted speed for the train for all locations of the authorised movement,PURE_B090,9999,9999,0,9999,9999
9999,9999,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,each railway shall have the possibility of allowing a different release speed for every signal,PURE_B174,9999,9999,0,9999,9999
9999,9999,the train running number shall consist of a maximum of 8 numeric digits,PURE_B177,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_B107,9999,9999,1,9999,9999
9999,9999,each railway shall have the possibility of allowing a different release speed for every signal,PURE_B174,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,9999,9999,0,9999,9999
9999,9999,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,the driver shall be able to release an etcs emergency brake application when stationary,PURE_B020,9999,9999,0,9999,9999
9999,9999,the trainborne equipment shall remain in full supervision until the trainborne equipment is not active any longer when shunting is selected or when partial supervision information is received,PURE_B163,on request of the rbc the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear,PURE_B035,9999,9999,0,9999,9999
9999,9999,etcs is required to be functional to a maximum train speed of 500 km/h,PURE_B152,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,9999,9999,0,9999,9999
9999,9999,the etcs on-board shall be capable of receiving national values from the trackside to adapt to national requirements,PURE_B016,actual speed shall still be shown on the dmi,PURE_B078,9999,9999,1,9999,9999
9999,9999,to prevent unauthorised use of the function permission shall be obtained from the rbc if the train is operating under the control of the rbc,PURE_B007,unfitted operation shall be possible if selected by the driver at start up,PURE_B131,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,exit from shunting shall only be possible when the train is stationary,PURE_B046,9999,9999,0,9999,9999
9999,9999,if the onboard fails to contact the rbc when awakening the driver shall be asked to enter the rbc contact details,PURE_B011,when a traction unit passes a stop-signal the emergency brake shall be triggered,PURE_B018,9999,9999,0,9999,9999
9999,9999,exit from shunting shall only be possible when the train is stationary,PURE_B046,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,9999,9999,0,9999,9999
9999,9999,on lines fitted with rbc the etcs trainborne equipment shall be able to transmit the location of the entire train to the rbc,PURE_B012,reversing shall be possible as defined by a value given with the ma,PURE_B182,9999,9999,0,9999,9999
9999,9999,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_B107,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,1,9999,9999
9999,9999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_B123,the ceiling speed value for the unfitted operation is determined by the lower value out of,PURE_B027,9999,9999,0,9999,9999
9999,9999,track to train transmission shall provide the capability to send different speed profiles for specific train categories,PURE_B103,within the braking curve area a warning shall be given to the driver to enable him to react and avoid intervention from etcs equipment at least 5 sec before the intervention,PURE_B061,9999,9999,0,9999,9999
9999,9999,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,the following information shall be recorded,PURE_B042,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,after the acknowledgement the train shall be able to be driven backwards for a certain distance defined by national value,PURE_B109,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,the system for train data entry shall provide for the input of other data required by stms connected to etcs this may require additional items not required for etcs to be entered,PURE_B123,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,9999,9999,0,9999,9999
9999,9999,there shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits function,PURE_B105,all data entered received or indicated to the driver shall be recorded onboard all data shall be related to utc (universal time corrected) and a reference point,PURE_B146,9999,9999,0,9999,9999
9999,9999,it shall be possible to use multiple traction units without isolating the etcs trainborne equipment on traction unit(s) with an in-operative cab,PURE_B167,it shall be possible to drive the train backwards in a supervised way (speed and distance) according to information received from trackside,PURE_B111,9999,9999,0,9999,9999
9999,9999,when the traction unit has come to a standstill the driver shall be able to release the emergency brake,PURE_B068,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,the driver shall be able to use the reversing function without needing to re-confirm the train data,PURE_B055,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,the following data may be entered manually by the driver or from train memory,PURE_B071,if the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,PURE_B095,9999,9999,0,9999,9999
9999,9999,the trackside shall be able to send information for the calculation of speed profiles,PURE_B017,the trainborne equipment shall apply the emergency brake after a distance defined by a national value is travelled by the train,PURE_B048,9999,9999,0,9999,9999
9999,9999,if the supervision is performed by a rbc it shall be possible to prevent movements of a traction unit in its area if not authorised by the rbc,PURE_B069,the test shall require no action on the part of the driver,PURE_B041,9999,9999,0,9999,9999
9999,9999,the change of driver identification during a journey or a train running number shall be possible,PURE_B151,the reversing function shall only be possible in one active cab which is not closed at any time during the procedure,PURE_B165,9999,9999,0,9999,9999
9999,9999,transfer to shunting on driverâs selection shall only be possible when stationary,PURE_B085,this ceiling speed shall not be shown continually on the dmi but may be shown momentarily when selected by the driver,PURE_B022,9999,9999,1,9999,9999
9999,9999,it shall be possible to send information on adhesion conditions from trackside,PURE_B157,it shall be possible to revoke a movement authority that has already been issued to a train in a co-operative way between rbc and train,PURE_B173,9999,9999,0,9999,9999
9999,9999,the train shall leave partial supervision when the trainborne equipment is not operative any longer when shunting is selected or when full supervision is available,PURE_B110,the driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed this shall be shown to the driver in a way that is understandable and logical,PURE_B003,9999,9999,0,9999,9999
9999,9999,etcs shall be compatible with existing national systems listed in the ccs tsi such that it does not interfere with the national systems and is not interfered with by the national systems,PURE_B164,the information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations,PURE_B124,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,PURE_B172,9999,9999,0,9999,9999
9999,9999,the etcs trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data,PURE_B021,based on all relevant data the etcs shall calculate an emergency braking curve and a service braking curve,PURE_B172,9999,9999,0,9999,9999
9999,9999,when a traction unit passes a stop-signal the emergency brake shall be triggered,PURE_B018,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,9999,9999,0,9999,9999
9999,9999,the driver shall be able to confirm the train integrity to the rbc manually the confirmation requires the train to be stationary,PURE_B045,reversing shall be possible as defined by a value given with the ma,PURE_B182,9999,9999,0,9999,9999
9999,9999,during the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state,PURE_B148,after releasing the emergency brake etcs will provide the supervision appertaining when roll away protection was initiated,PURE_B154,9999,9999,0,9999,9999
9999,9999,the release speed shall be calculated on board based on either,PURE_B047,in etcs with rbc this restriction on performance shall if possible be transmitted to the rbc,PURE_B189,9999,9999,0,9999,9999
9999,9999,the driver shall be able to consult train data when the train is stationary or moving,PURE_B019,to protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction,PURE_B097,9999,9999,0,9999,9999
9999,9999,when the etcs trainborne equipment is isolated the system shall not show any etcs information other than the fact that the system is isolated,PURE_B094,it shall be possible to define certain locations (eg tunnels) where speed increase is related to the front of the train,PURE_B066,9999,9999,0,9999,9999
9999,9999,etcs is required to be functional to a maximum train speed of 500 km/h,PURE_B152,visual and acoustic warnings to the driver about possible intervention from etcs shall be given to enable the driver to react and avoid intervention,PURE_B158,9999,9999,0,9999,9999
9999,9999,permission received shall be indicated to the driver,PURE_B034,the etcs on-board shall be capable of receiving information regarding air tightness from the trackside,PURE_B107,9999,9999,1,9999,9999
9999,9999,the etcs on-board shall be capable of receiving track description from the trackside,PURE_B088,the override control shall be protected against inadvertent operation,PURE_B185,9999,9999,1,9999,9999
9999,9999,the driver shall have the possibility to select the language this does not concern non pre-defined texts sent from the trackside,PURE_B052,the retention period for the recorded data will be different and two levels are foreseen,PURE_B161,9999,9999,0,9999,9999
